#name	name2
NR_046018.2	DDX11L1
NM_001304821.1	TSACC
NM_001304820.1	TSACC
NM_020407.4	RHBG
NM_001256395.1	RHBG
NR_046115.1	RHBG
NM_001256396.1	RHBG
NR_135266.1	C1orf61
NR_135268.1	C1orf61
NM_001320455.1	C1orf61
NM_001320454.1	C1orf61
NR_135267.1	C1orf61
NR_135265.1	C1orf61
NM_006365.2	C1orf61
NM_001320453.1	C1orf61
NR_135261.1	C1orf61
NR_135264.1	C1orf61
NR_135263.1	C1orf61
NR_135260.1	C1orf61
NR_135262.1	C1orf61
NR_029691.1	MIR9-1
NM_001271629.1	MEF2D
NM_005920.3	MEF2D
NM_178229.4	IQGAP3
NM_001105669.3	TTC24
NM_144772.2	NAXE
NM_182679.2	GPATCH4
NM_015590.3	GPATCH4
NR_135113.1	LOC101928177
NM_021817.2	HAPLN2
NM_198427.1	BCAN
NM_021948.4	BCAN
NM_006617.1	NES
NM_001878.3	CRABP2
NM_001199723.1	CRABP2
NM_001303095.1	ISG20L2
NM_001142560.1	RRNAD1
NM_015997.3	RRNAD1
NM_145729.2	MRPL24
NM_024540.3	MRPL24
NM_001319188.1	HDGF
NM_001319187.1	HDGF
NM_004494.2	HDGF
NM_001126051.1	HDGF
NR_135008.1	HDGF
NM_001319186.1	HDGF
NM_001126050.1	HDGF
NM_005973.4	PRCC
NM_001161443.1	SH2D2A
NM_001161441.1	SH2D2A
NM_003975.3	SH2D2A
NM_001161442.1	SH2D2A
NM_001161444.1	SH2D2A
NM_001007792.1	NTRK1
NM_014215.2	INSRR
NM_001012331.1	NTRK1
NM_002529.3	NTRK1
NM_001080471.1	PEAR1
NM_144702.2	LRRC71
NM_198236.2	ARHGEF11
NM_014784.3	ARHGEF11
NR_030527.1	MIR765
NM_001004341.2	ETV3L
NM_001145312.1	ETV3
NR_001560.1	CYCSP52
NM_005240.1	ETV3
NM_031281.2	FCRL5
NM_001195388.1	FCRL5
NM_031282.2	FCRL4
NR_135214.1	FCRL3
NR_135215.1	FCRL3
NM_001320333.1	FCRL3
NR_135216.1	FCRL3
NR_135217.1	FCRL3
NM_052939.3	FCRL3
NM_030764.3	FCRL2
NM_001159488.1	FCRL2
NR_125358.1	FCRL2
NM_052938.4	FCRL1
NM_001159398.1	FCRL1
NM_001159397.1	FCRL1
NM_001347698.1	CD5L
NM_005894.2	CD5L
NR_135760.1	LOC105371458
NM_001286349.1	KIRREL
NM_018240.6	KIRREL
NR_033946.1	LINC01704
NM_001319145.1	CD1D
NM_001766.3	CD1D
NM_001320652.1	CD1A
NM_001763.2	CD1A
NM_001765.2	CD1C
NM_001764.2	CD1B
NM_001185110.1	CD1E
NM_001185113.1	CD1E
NM_001042587.2	CD1E
NM_001042586.2	CD1E
NM_001185112.1	CD1E
NM_001185114.1	CD1E
NM_001185108.1	CD1E
NM_001185115.1	CD1E
NM_001185107.1	CD1E
NM_001042585.2	CD1E
NM_001042584.2	CD1E
NM_001042583.2	CD1E
NM_030893.3	CD1E
NM_001004475.1	OR10T2
NM_001004476.1	OR10K2
NM_001004473.1	OR10K1
NM_001004472.1	OR10R2
NM_001005189.1	OR6Y1
NM_001160325.1	OR6P1
NM_001004477.1	OR10X1
NM_001004478.1	OR10Z1
NM_003126.2	SPTA1
NM_001005279.1	OR6K2
NM_001005327.2	OR6K3
NM_001005184.1	OR6K6
NM_001005185.1	OR6N1
NM_001005278.1	OR6N2
NM_002432.1	MNDA
NM_198930.3	PYHIN1
NM_198928.4	PYHIN1
NM_198929.4	PYHIN1
NM_152501.4	PYHIN1
NM_001320010.1	POP3
NM_001206567.1	IFI16
NM_005531.2	IFI16
NM_004833.1	AIM2
NM_001127173.2	CADM3
NM_021189.4	CADM3
NM_001346510.1	CADM3
NR_037870.1	CADM3-AS1
NM_002036.3	ACKR1
NM_001122951.2	ACKR1
NM_002001.3	FCER1A
NM_001004467.1	OR10J3
NM_012351.2	OR10J1
NM_001004469.1	OR10J5
NM_001639.3	APCS
NM_000567.2	CRP
NM_001329057.1	CRP
NM_001329058.1	CRP
NM_017823.4	DUSP23
NM_001319659.1	DUSP23
NM_001319658.1	DUSP23
NM_001284217.1	FCRL6
NM_001004310.2	FCRL6
NM_001330741.1	SLAMF8
NM_020125.2	SLAMF8
NM_001134233.1	C1orf204
NM_001013661.1	VSIG8
NM_012337.2	CFAP45
NR_130464.1	MIR4259
NM_001277224.1	TAGLN2
NM_001277223.1	TAGLN2
NM_003564.2	TAGLN2
NM_001135050.1	IGSF9
NM_020789.3	IGSF9
NM_033438.3	SLAMF9
NM_001146172.1	SLAMF9
NM_001146173.1	SLAMF9
NR_038849.1	LINC01133
NM_145167.2	PIGM
NM_002241.4	KCNJ10
NM_004983.2	KCNJ9
NM_001320247.1	IGSF8
NM_052868.5	IGSF8
NM_001206665.2	IGSF8
NM_000702.3	ATP1A2
NM_144699.3	ATP1A4
NM_001001734.1	ATP1A4
NM_001231.4	CASQ1
NR_123725.1	LOC729867
NR_123724.1	PEA15
NM_001297578.1	PEA15
NM_003768.4	PEA15
NM_001297577.1	PEA15
NM_001297576.1	PEA15
NR_028103.1	DCAF8
NR_028104.1	DCAF8
NM_015726.3	DCAF8
NR_028106.1	DCAF8
NR_028105.1	DCAF8
NM_002857.3	PEX19
NM_001193644.1	PEX19
NR_036493.1	PEX19
NR_036492.1	PEX19
NM_001098398.1	COPA
NM_004371.3	COPA
NR_002190.1	SUMO1P3
NM_001290186.1	NCSTN
NM_015331.2	NCSTN
NM_001290184.1	NCSTN
NM_005598.3	NHLH1
NM_020335.2	VANGL2
NM_001184714.1	SLAMF6
NM_052931.4	SLAMF6
NM_001184715.1	SLAMF6
NM_001184716.1	SLAMF6
NM_001184879.1	CD84
NM_001330742.1	CD84
NM_003874.3	CD84
NM_001184881.1	CD84
NM_001184882.1	CD84
NM_001330754.1	SLAMF1
NM_003037.4	SLAMF1
NR_104399.2	SLAMF1
NR_104400.2	SLAMF1
NR_104401.2	SLAMF1
NM_001778.3	CD48
NM_001256030.1	CD48
NM_001282595.1	SLAMF7
NM_001282593.1	SLAMF7
NM_001282591.1	SLAMF7
NM_001282596.1	SLAMF7
NM_001282590.1	SLAMF7
NM_001282594.1	SLAMF7
NM_001282588.1	SLAMF7
NM_001282589.1	SLAMF7
NM_001282592.1	SLAMF7
NM_021181.4	SLAMF7
NM_001033667.2	LY9
NM_001261457.1	LY9
NM_001261456.1	LY9
NM_002348.3	LY9
NM_001166663.1	CD244
NM_016382.3	CD244
NM_001166664.1	CD244
NM_017625.2	ITLN1
NR_110695.1	LOC101928372
NM_080878.2	ITLN2
NM_001348091.1	F11R
NM_016946.4	F11R
NM_001113205.1	TSTD1
NM_001113207.1	TSTD1
NM_001113206.1	TSTD1
NM_001276373.1	USF1
NM_007122.4	USF1
NM_207005.2	USF1
NM_001025598.1	ARHGAP30
NM_181720.2	ARHGAP30
NM_001287600.1	ARHGAP30
NM_001287602.1	ARHGAP30
NM_030916.2	NECTIN4
NR_033385.1	KLHDC9
NR_033386.1	KLHDC9
NM_152366.4	KLHDC9
NM_001007255.2	KLHDC9
NM_012394.3	PFDN2
NM_005600.2	NIT1
NM_001185092.1	NIT1
NM_001185093.1	NIT1
NM_001185094.1	NIT1
NM_001039712.1	DEDD
NM_001330765.1	DEDD
NM_032998.2	DEDD
NM_001039711.1	DEDD
NM_016406.3	UFC1
NM_001319848.1	USP21
NM_012475.4	USP21
NM_001014443.2	USP21
NM_001319847.1	USP21
NM_000309.3	PPOX
NM_001122764.1	PPOX
NM_001199873.1	B4GALT3
NM_003779.3	B4GALT3
NM_001199874.1	B4GALT3
NM_005099.5	ADAMTS4
NM_001320336.1	ADAMTS4
NM_004550.4	NDUFS2
NM_001166159.1	NDUFS2
NM_004106.1	FCER1G
NM_001643.1	APOA2
NM_001286374.1	TOMM40L
NM_001286373.1	TOMM40L
NM_032174.5	TOMM40L
NR_049819.1	MIR5187
NM_001077482.2	NR1I3
NM_001077480.2	NR1I3
NM_001077478.2	NR1I3
NM_001077469.2	NR1I3
NM_005122.4	NR1I3
NM_001077481.2	NR1I3
NM_001077471.2	NR1I3
NM_001077474.2	NR1I3
NM_001077473.2	NR1I3
NM_001077472.2	NR1I3
NM_001077476.2	NR1I3
NM_001077479.2	NR1I3
NM_001077477.2	NR1I3
NM_001077470.2	NR1I3
NM_001077475.2	NR1I3
NM_001102566.1	PCP4L1
NM_001315491.1	MPZ
NM_000530.7	MPZ
NM_001035513.1	SDHC
NM_001278172.1	SDHC
NM_001035512.1	SDHC
NM_001035511.1	SDHC
NM_003001.3	SDHC
NR_103459.1	SDHC
NM_001013625.3	CFAP126
NM_021642.3	FCGR2A
NM_001136219.1	FCGR2A
NM_002155.4	HSPA6
NM_000569.7	FCGR3A
NM_001329122.1	FCGR3A
NM_001127592.2	FCGR3A
NM_001127593.1	FCGR3A
NM_001127595.1	FCGR3A
NM_001127596.1	FCGR3A
NM_001329120.1	FCGR3A
NR_047648.1	FCGR2C
NR_024151.1	HSPA7
NM_001271036.1	FCGR3B
NM_001271037.1	FCGR3B
NM_001244753.1	FCGR3B
NM_001271035.1	FCGR3B
NM_000570.4	FCGR3B
NM_001190828.1	FCGR2B
NM_001002273.2	FCGR2B
NM_001002275.2	FCGR2B
NM_001002274.2	FCGR2B
NM_004001.4	FCGR2B
NR_002595.1	RPL31P11
NM_001184871.1	FCRLA
NM_001184872.1	FCRLA
NM_001184873.1	FCRLA
NM_001184867.1	FCRLA
NM_032738.3	FCRLA
NM_001184870.1	FCRLA
NM_001184866.1	FCRLA
NM_001002901.3	FCRLB
NM_001320241.1	FCRLB
NM_001288830.1	FCRLB
NM_001288832.1	FCRLB
NM_001288829.1	FCRLB
NM_001288831.1	FCRLB
NM_007240.2	DUSP12
NM_007348.3	ATF6
NM_001347700.1	OLFML2B
NM_001297713.1	OLFML2B
NM_015441.2	OLFML2B
NM_001164757.1	NOS1AP
NM_014697.2	NOS1AP
NR_039798.1	MIR4654
NR_030283.1	MIR556
NM_001126060.1	NOS1AP
NM_182581.3	SPATA46
NM_001135240.1	C1orf226
NM_001085375.1	C1orf226
NM_053282.4	SH2D1B
NM_001184763.1	UHMK1
NM_144624.2	UHMK1
NM_175866.4	UHMK1
NM_001324117.1	UAP1
NM_001324116.1	UAP1
NM_001324115.1	UAP1
NM_003115.4	UAP1
NM_001324114.1	UAP1
NM_001324113.1	UAP1
NM_006182.2	DDR2
NM_001014796.1	DDR2
NM_001304513.1	HSD17B7
NM_001304512.1	HSD17B7
NM_016371.3	HSD17B7
NM_178550.4	CCDC190
NM_001102445.2	RGS4
NM_005613.5	RGS4
NM_001113381.1	RGS4
NM_001113380.1	RGS4
NM_001254749.1	RGS5
NM_003617.3	RGS5
NM_001195303.2	RGS5
NM_001254748.1	RGS5
NR_110699.1	LOC101928404
NR_045630.1	RGS5
NM_031423.3	NUF2
NM_145697.2	NUF2
NR_104294.1	LOC100422212
NM_001204961.1	PBX1
NM_001204963.1	PBX1
NM_002585.3	PBX1
NR_038072.1	LOC100505795
NM_001174069.1	LMX1A
NM_177398.3	LMX1A
NM_001256570.1	RXRG
NM_006917.4	RXRG
NM_001256571.1	RXRG
NR_033824.1	RXRG
NR_026744.2	LOC400794
NM_001005214.3	LRRC52
NM_004528.3	MGST3
NM_000696.3	ALDH9A1
NR_036683.1	LOC440700
NM_001256165.1	TMCO1
NM_019026.4	TMCO1
NR_045818.1	TMCO1
NM_001256164.1	TMCO1
NR_125374.1	LOC100147773
NM_012474.4	UCK2
NR_037431.1	MIR3658
NR_135199.1	FAM78B
NM_001320302.1	FAM78B
NM_001017961.4	FAM78B
NR_030626.1	MIR921
NR_002925.2	FMO9P
NM_001314014.1	POGK
NM_017542.4	POGK
NM_053053.3	TADA1
NM_199351.2	ILDR2
NM_001286378.1	MAEL
NM_001286377.1	MAEL
NM_032858.2	MAEL
NM_005814.2	GPA33
NM_001080426.2	DUSP27
NR_110811.1	LINC01363
NM_001198786.1	POU2F1
NM_002697.3	POU2F1
NR_037163.1	POU2F1
NM_001198783.1	POU2F1
NM_198053.2	CD247
NM_000734.3	CD247
NM_003851.2	CREG1
NR_136519.1	RCSD1
NM_001322924.1	RCSD1
NM_001322923.1	RCSD1
NM_052862.3	RCSD1
NM_001146191.1	MPZL1
NM_024569.4	MPZL1
NM_003953.5	MPZL1
NM_001297772.1	ADCY10
NM_018417.5	ADCY10
NM_001167749.2	ADCY10
NR_026550.2	MPC2
NM_001143674.3	MPC2
NM_015415.3	MPC2
NM_001198957.1	DCAF6
NM_001017977.2	DCAF6
NM_018442.3	DCAF6
NM_001198956.1	DCAF6
NR_031702.1	MIR1255B2
NM_001267612.1	GPR161
NM_153832.2	GPR161
NM_001267613.1	GPR161
NM_001267611.1	GPR161
NM_001267614.1	GPR161
NM_001267609.1	GPR161
NM_001267610.1	GPR161
NM_001031800.2	TIPRL
NM_152902.4	TIPRL
NM_199344.2	SFT2D2
NR_026844.1	ANKRD36BP1
NM_005149.2	TBX19
NR_030284.1	MIR557
NR_037851.1	LOC100505918
NR_125956.1	LOC101928565
NM_003175.3	XCL2
NM_002995.2	XCL1
NM_001937.4	DPT
NR_024160.1	LINC00626
NR_104091.1	LINC00970
NR_135799.1	LOC101928596
NM_001677.3	ATP1B1
NR_104229.1	NME7
NM_013330.4	NME7
NM_197972.2	NME7
NM_001320972.1	BLZF1
NM_001320973.1	BLZF1
NM_003666.3	BLZF1
NM_001300969.1	CCDC181
NM_021179.2	CCDC181
NM_001300968.1	CCDC181
NM_006996.2	SLC19A2
NM_001319667.1	SLC19A2
NM_000130.4	F5
NM_003005.3	SELP
NR_029467.1	SELL
NM_000655.4	SELL
NM_000450.2	SELE
NM_001320201.1	METTL18
NM_033418.3	METTL18
NM_001320199.1	METTL18
NM_001320051.1	C1orf112
NM_001320050.1	C1orf112
NM_001320047.1	C1orf112
NM_001320048.1	C1orf112
NM_018186.3	C1orf112
NM_181093.3	SCYL3
NM_020423.6	SCYL3
NM_001204517.1	KIFAP3
NM_001204514.1	KIFAP3
NM_014970.3	KIFAP3
NM_001204516.1	KIFAP3
NM_001136107.1	METTL11B
NR_036065.1	MIR3119-2
NR_036064.1	MIR3119-1
NR_026957.1	LINC01142
NR_125958.1	LOC101928650
NM_001146039.1	GORAB
NM_152281.2	GORAB
NR_027397.1	GORAB
NM_001320252.1	GORAB
NM_022716.3	PRRX1
NM_006902.4	PRRX1
NM_001163629.1	MROH9
NM_025063.2	MROH9
NM_006894.5	FMO3
NM_001319173.1	FMO3
NM_001319174.1	FMO3
NM_001002294.2	FMO3
NR_031627.1	MIR1295A
NR_049854.1	MIR1295B
NR_002601.1	FMO6P
NM_001301347.1	FMO2
NM_001460.4	FMO2
NM_002021.2	FMO1
NM_001282694.1	FMO1
NM_001282693.1	FMO1
NM_001282692.1	FMO1
NM_002022.2	FMO4
NR_002719.2	TOP1P1
NM_015172.3	PRRC2C
NM_000261.1	MYOC
NM_003762.4	VAMP4
NR_033704.1	VAMP4
NM_001185127.1	VAMP4
NM_014955.2	METTL13
NM_001007239.1	METTL13
NM_015935.4	METTL13
NM_001278252.1	DNM3
NM_001136127.2	DNM3
NM_015569.4	DNM3
NR_046845.1	DNM3-IT1
NR_038397.2	DNM3OS
NR_103486.1	DNM3OS
NR_029627.1	MIR214
NR_036066.1	MIR3120
NR_029618.1	MIR199A2
NM_139240.3	C1orf105
NM_002642.3	PIGC
NM_153747.1	PIGC
NM_001300760.1	C1orf105
NM_016227.3	SUCO
NM_001282750.1	SUCO
NM_001282751.1	SUCO
NM_014283.4	SUCO
NM_001302746.1	FASLG
NM_000639.2	FASLG
NM_005092.3	TNFSF18
NM_001297562.1	TNFSF4
NM_003326.4	TNFSF4
NR_037845.1	LOC100506023
NR_125960.1	LOC101928673
NM_004905.2	PRDX6
NM_178527.3	SLC9C2
NM_198493.2	ANKRD45
NM_001195190.2	LOC730159
NM_014458.3	KLHL20
NM_001171182.1	CENPL
NM_001127181.2	CENPL
NM_033319.3	CENPL
NM_018122.4	DARS2
NR_037605.1	GAS5-AS1
NR_002578.2	GAS5
NR_003938.1	SNORD81
NR_002746.1	SNORD47
NR_003940.1	SNORD80
NR_003939.1	SNORD79
NR_003944.1	SNORD78
NR_002750.2	SNORD44
NR_132783.1	SNORA103
NR_003943.1	SNORD77
NR_003942.1	SNORD76
NR_003941.1	SNORD75
NR_002579.1	SNORD74
NM_001346115.1	ZBTB37
NM_032522.4	ZBTB37
NM_001122770.2	ZBTB37
NM_000488.3	SERPINC1
NM_001300850.1	RC3H1
NM_172071.3	RC3H1
NM_001300851.1	RC3H1
NM_001300852.1	RC3H1
NR_121197.1	LOC102724601
NM_014857.4	RABGAP1L
NM_005684.4	GPR52
NM_001243765.1	RABGAP1L
NM_001330989.1	RABGAP1L
NM_001243763.1	RABGAP1L
NM_001035230.2	RABGAP1L
NR_121196.1	LOC101928696
NM_001243764.1	RABGAP1L
NM_001007214.1	CACYBP
NM_014412.2	CACYBP
NR_037606.1	MRPS14
NM_022100.2	MRPS14
NM_022093.1	TNN
NM_001319231.1	KIAA0040
NM_014656.2	KIAA0040
NM_001162895.1	KIAA0040
NM_001162893.1	KIAA0040
NM_001162894.1	KIAA0040
NM_001319230.1	KIAA0040
NM_003285.2	TNR
NM_001328635.1	TNR
NR_125964.1	LINC01657
NM_022457.6	RFWD2
NM_001001740.3	RFWD2
NM_001286644.1	RFWD2
NR_002998.1	SCARNA3
NM_021936.2	PAPPA2
NM_020318.2	PAPPA2
NM_001286164.1	ASTN1
NM_004319.2	ASTN1
NM_207108.2	ASTN1
NR_030163.1	MIR488
NM_021165.3	BRINP2
NR_126001.1	LINC01645
NR_110722.1	LINC01741
NM_033127.2	SEC16B
NR_037167.1	LOC730102
NR_027982.1	RASAL2-AS1
NM_170692.2	RASAL2
NM_004841.3	RASAL2
NM_001170723.1	TEX35
NM_032126.4	TEX35
NM_001170724.1	TEX35
NM_001170722.1	TEX35
NR_033186.1	C1orf220
NR_039622.1	MIR4424
NM_001286247.1	RALGPS2
NM_152663.4	RALGPS2
NM_004673.3	ANGPTL1
NM_001324310.1	FAM20B
NM_014864.3	FAM20B
NM_001324311.1	FAM20B
NM_022371.3	TOR3A
NM_005158.4	ABL2
NM_001136000.2	ABL2
NM_001168239.1	ABL2
NM_007314.3	ABL2
NM_001168237.1	ABL2
NM_001168236.1	ABL2
NM_001168238.1	ABL2
NM_001136001.1	ABL2
NR_045530.1	SOAT1
NM_001252512.1	SOAT1
NM_001252511.1	SOAT1
NM_003101.5	SOAT1
NM_144696.5	AXDND1
NR_073544.1	AXDND1
NM_014625.3	NPHS2
NM_001297575.1	NPHS2
NM_001199091.1	TDRD5
NM_173533.3	TDRD5
NM_001199085.1	TDRD5
NM_001199089.1	TDRD5
NM_001199092.1	TDRD5
NR_138087.1	FAM163A
NR_138088.1	FAM163A
NM_001329713.1	FAM163A
NM_001329714.1	FAM163A
NR_138090.1	FAM163A
NM_001329716.1	FAM163A
NM_001329715.1	FAM163A
NR_138086.1	FAM163A
NR_138089.1	FAM163A
NM_173509.2	FAM163A
NM_001329718.1	FAM163A
NM_001329712.1	FAM163A
NM_001329717.1	FAM163A
NM_001329719.1	FAM163A
NM_001199260.1	TOR1AIP2
NM_145034.4	TOR1AIP2
NM_022347.3	TOR1AIP2
NM_015602.3	TOR1AIP1
NM_001267578.1	TOR1AIP1
NM_014810.4	CEP350
NM_001004128.2	QSOX1
NM_002826.4	QSOX1
NR_026900.1	FLJ23867
NM_033343.3	LHX4
NR_037642.1	LHX4-AS1
NM_032360.3	ACBD6
NR_036067.1	MIR3121
NR_125716.1	OVAAL
NM_001328662.1	XPR1
NR_137330.1	XPR1
NM_001135669.1	XPR1
NM_004736.3	XPR1
NM_020950.1	KIAA1614
NM_005819.5	STX6
NM_001286210.1	STX6
NM_001194999.1	MR1
NM_001195035.1	MR1
NM_001195000.1	MR1
NM_001531.2	MR1
NM_001310213.1	MR1
NM_016545.4	IER5
NR_125966.1	LINC01732
NR_046249.1	LINC01699
NM_001205294.1	CACNA1E
NM_000721.3	CACNA1E
NM_001205293.1	CACNA1E
NM_001009992.1	ZNF648
NR_104175.1	LINC01344
NM_001033056.3	GLUL
NM_002065.6	GLUL
NM_001033044.3	GLUL
NM_172000.3	TEDDM1
NR_034131.1	LINC00272
NM_001137669.1	RGSL1
NM_021133.3	RNASEL
NM_002928.3	RGS16
NR_036490.1	LINC01686
NM_001102450.2	RGS8
NM_033345.3	RGS8
NM_001200050.1	NPL
NM_001200051.1	NPL
NM_001200052.1	NPL
NM_001200056.1	NPL
NM_030769.2	NPL
NM_001357.4	DHX9
NR_033302.1	DHX9
NM_001345928.1	SHCBP1L
NM_030933.3	SHCBP1L
NM_002293.3	LAMC1
NM_018891.2	LAMC2
NM_005562.2	LAMC2
NM_170706.3	NMNAT2
NM_015039.3	NMNAT2
NR_040063.1	SMG7-AS1
NM_001174061.1	SMG7
NM_201568.2	SMG7
NM_201569.2	SMG7
NM_173156.2	SMG7
NM_001331007.1	SMG7
NM_000433.3	NCF2
NM_001190794.1	NCF2
NM_001190789.1	NCF2
NM_001127651.2	NCF2
NM_001270439.1	ARPC5
NM_005717.3	ARPC5
NM_001297670.1	RGL1
NM_015149.4	RGL1
NM_001297669.1	RGL1
NM_203454.2	APOBEC4
NM_001297672.1	RGL1
NM_001297671.1	RGL1
NM_001303420.1	COLGALT2
NM_015101.3	COLGALT2
NM_001303421.1	COLGALT2
NM_001127394.3	TSEN15
NM_001300766.1	TSEN15
NM_052965.3	TSEN15
NM_001300764.1	TSEN15
NR_023349.2	TSEN15
NR_125335.1	TSEN15
NM_030806.3	C1orf21
NR_135118.1	EDEM3
NM_001319960.1	EDEM3
NM_025191.3	EDEM3
NM_052966.3	FAM129A
NM_007212.3	RNF2
NM_030934.4	TRMT1L
NM_001202423.1	TRMT1L
NM_001105518.1	SWT1
NM_017673.6	SWT1
NM_006469.4	IVNS1ABP
NR_038424.1	GS1-279B7.1
NR_110793.1	LINC01350
NM_031935.2	HMCN1
NM_001127710.2	PRG4
NM_001127708.2	PRG4
NM_001127709.2	PRG4
NM_001303232.1	PRG4
NM_005807.4	PRG4
NM_003292.2	TPR
NM_001164246.1	C1orf27
NM_001164245.1	C1orf27
NM_017847.5	C1orf27
NM_022375.3	OCLM
NR_126002.1	LOC102724919
NM_022576.3	PDC
NM_002597.4	PDC
NM_000963.3	PTGS2
NR_125801.1	PACERR
NM_001311193.1	PLA2G4A
NM_024420.2	PLA2G4A
NR_126347.1	LINC01036
NR_132374.1	LINC01037
NM_001317188.1	BRINP3
NM_199051.2	BRINP3
NR_110716.1	LINC01351
NR_110717.1	LINC01351
NR_033922.1	LINC01720
NM_130782.2	RGS18
NM_001039152.3	RGS21
NM_002922.3	RGS1
NM_144766.2	RGS13
NM_002927.4	RGS13
NR_039624.1	MIR4426
NM_002923.3	RGS2
NR_126003.1	LINC01032
NM_015984.3	UCHL5
NM_001199261.1	UCHL5
NM_001199262.1	UCHL5
NM_001199263.1	UCHL5
NR_037607.1	UCHL5
NR_135615.1	SCARNA18B
NM_001331020.1	TROVE2
NM_001173524.1	TROVE2
NM_004600.5	TROVE2
NM_001042369.2	TROVE2
NM_001173525.1	TROVE2
NM_001042370.2	TROVE2
NM_197962.2	GLRX2
NM_001243399.1	GLRX2
NM_016066.4	GLRX2
NM_001319291.1	GLRX2
NM_024529.4	CDC73
NR_031691.1	MIR1278
NM_003783.3	B3GALT2
NR_125789.1	LINC01031
NM_198503.3	KCNT2
NM_001287819.1	KCNT2
NM_001287820.1	KCNT2
NR_039888.1	MIR4735
NM_001014975.2	CFH
NM_000186.3	CFH
NM_001166624.1	CFHR3
NM_021023.5	CFHR3
NM_002113.2	CFHR1
NM_001201551.1	CFHR4
NM_006684.4	CFHR4
NM_001201550.2	CFHR4
NM_001312672.1	CFHR2
NM_005666.3	CFHR2
NM_030787.3	CFHR5
NM_001994.2	F13B
NM_018136.4	ASPM
NM_001206846.1	ASPM
NR_135153.1	ZBTB41
NM_194314.2	ZBTB41
NM_001257965.1	CRB1
NM_001193640.1	CRB1
NR_047563.1	CRB1
NM_001257966.1	CRB1
NM_201253.2	CRB1
NR_047564.1	CRB1
NM_001195215.1	DENND1B
NR_125340.1	DENND1B
NM_001300858.1	DENND1B
NM_144977.4	DENND1B
NM_001195216.1	DENND1B
NM_001024594.2	C1orf53
NM_001014434.1	LHX9
NM_020204.2	LHX9
NM_133494.2	NEK7
NM_133326.1	ATP6V1G3
NM_001320218.1	ATP6V1G3
NM_133262.2	ATP6V1G3
NR_052021.1	PTPRC
NM_001267798.1	PTPRC
NM_080921.3	PTPRC
NM_002838.4	PTPRC
NR_040073.1	MIR181A1HG
NR_029612.1	MIR181B1
NR_029626.1	MIR181A1
NR_110525.1	LINC01222
NR_126351.1	LINC01221
NM_003822.4	NR5A2
NM_205860.2	NR5A2
NM_001276464.1	NR5A2
NR_040064.1	LINC00862
NM_001281293.1	ZNF281
NM_001281294.1	ZNF281
NM_012482.4	ZNF281
NM_001305792.1	KIF14
NM_014875.2	KIF14
NM_001320181.1	DDX59
NM_001320182.1	DDX59
NM_001031725.5	DDX59
NR_110787.1	LOC101929224
NM_001297708.1	CAMSAP2
NM_203459.2	CAMSAP2
NM_001297707.1	CAMSAP2
NM_005298.3	GPR25
NM_018265.3	C1orf106
NM_001142569.2	C1orf106
NM_001252100.1	KIF21B
NM_001252102.1	KIF21B
NM_017596.3	KIF21B
NM_001252103.1	KIF21B
NM_000069.2	CACNA1S
NM_001270601.1	ASCL5
NM_001288565.1	TMEM9
NR_109921.1	TMEM9
NM_001288567.1	TMEM9
NM_001288568.1	TMEM9
NM_001288566.1	TMEM9
NM_001288571.1	TMEM9
NM_001288570.1	TMEM9
NR_109920.1	TMEM9
NM_016456.4	TMEM9
NM_001288569.1	TMEM9
NM_001288564.1	TMEM9
NM_001164586.1	IGFN1
NM_001005337.2	PKP1
NM_000299.3	PKP1
NM_001276347.1	TNNT2
NM_001276345.1	TNNT2
NM_000364.3	TNNT2
NM_001276346.1	TNNT2
NM_001001430.2	TNNT2
NM_001001431.2	TNNT2
NM_001001432.2	TNNT2
NM_005558.3	LAD1
NM_003281.3	TNNI1
NM_012396.4	PHLDA3
NR_073080.1	PHLDA3
NM_001193572.1	CSRP1
NM_001193571.1	CSRP1
NM_004078.2	CSRP1
NM_001193570.1	CSRP1
NR_026667.1	RPS10P7
NM_020443.4	NAV1
NR_046696.1	IPO9-AS1
NR_049823.1	MIR5191
NM_001167738.1	NAV1
NR_031599.1	MIR1231
NM_018085.4	IPO9
NR_106797.1	MIR6739
NR_030775.1	SHISA4
NM_198149.2	SHISA4
NM_012134.2	LMOD1
NM_006335.2	TIMM17A
NM_001319184.1	RNPEP
NM_001319183.1	RNPEP
NM_020216.3	RNPEP
NM_001319182.1	RNPEP
NR_106798.1	MIR6740
NM_004433.4	ELF3
NM_001114309.1	ELF3
NM_004767.3	GPR37L1
NM_138795.3	ARL8A
NM_001256129.1	ARL8A
NM_080588.2	PTPN7
NM_002832.3	PTPN7
NR_037663.1	PTPN7
NR_037664.1	PTPN7
NM_001199797.1	PTPN7
NR_002930.2	PTPRVP
NM_001017403.1	LGR6
NM_021636.2	LGR6
NM_001017404.1	LGR6
NM_001310326.1	UBE2T
NM_014176.3	UBE2T
NM_001167858.1	PPP1R12B
NM_001167857.1	PPP1R12B
NM_002481.3	PPP1R12B
NM_001331029.1	PPP1R12B
NM_032103.2	PPP1R12B
NM_032104.2	PPP1R12B
NM_001197131.1	PPP1R12B
NM_001136504.1	SYT2
NM_177402.4	SYT2
NM_001314042.1	KDM5B
NM_006618.4	KDM5B
NM_001347591.1	KDM5B
NR_046326.1	PCAT6
