Sequence id	Molecular Weight(Da)	Residues
AT1G76040.2	63808	561
AT1G76040.1	37162	323
AT1G70480.1	36339	320
AT1G70480.2	38439	338
AT1G76050.1	33856	313
AT1G76050.2	46716	430
AT1G70460.1	75372	710
AT1G70440.1	34501	305
AT1G19700.1	60637	538
AT1G19710.1	53739	479
AT1G19715.1	64995	595
AT1G70450.1	43906	394
AT1G70490.1	20593	181
AT1G70490.3	20593	181
AT1G70490.2	20593	181
AT1G76060.1	18505	157
AT1G70500.1	50901	468
AT1G47890.1	113344	1019
AT1G47900.1	118541	1054
AT1G76120.1	51782	463
AT1G76120.2	39380	356
AT1G76110.1	38775	338
AT1G76100.1	17589	171
AT1G76090.1	40124	359
AT1G76070.1	30287	272
AT1G76210.1	25921	226
AT1G70505.1	38293	338
AT1G70510.1	35638	310
AT1G76080.1	33685	302
AT1G14520.1	36574	311
AT1G47970.1	21847	198
AT1G47990.1	35873	321
AT1G14685.3	31169	279
AT1G14685.2	31169	279
AT1G14685.1	31169	279
AT1G09170.1	111370	1010
AT1G09180.1	21967	193
AT1G09160.2	45781	428
AT1G09160.1	45781	428
AT1G14686.1	38088	339
AT1G09155.1	32670	289
AT1G09150.1	20457	181
AT1G09130.1	36307	330
AT1G09130.2	36307	330
AT1G09140.1	30386	268
AT1G09140.2	29114	256
AT1G14680.1	34193	290
AT1G09100.1	47038	423
AT1G14687.1	19923	168
AT1G14700.1	42052	366
AT1G14700.2	41840	364
AT1G70680.1	21519	192
AT1G36580.1	26573	237
AT1G70670.1	22092	195
AT1G14690.1	69062	603
AT1G14690.2	69062	603
AT1G70650.1	53702	466
AT1G14710.1	66204	601
AT1G14710.2	66204	601
AT1G70640.1	19158	174
AT1G36550.1	40610	353
AT1G70660.1	18001	159
AT1G09090.2	96391	843
AT1G09090.1	71334	622
AT1G14630.1	16689	151
AT1G48030.1	53989	507
AT1G48030.2	53989	507
AT1G14640.1	82816	735
AT1G14620.1	27140	233
AT1G14650.1	87595	785
AT1G48020.1	18967	176
AT1G48010.1	19982	178
AT1G14590.1	44415	386
AT1G48000.1	28292	243
AT1G14600.1	29095	255
AT1G14610.1	125927	1108
AT1G14660.1	83477	756
AT1G14670.1	68085	592
AT1G70590.1	39134	351
AT1G70630.1	61923	537
AT1G36510.1	39004	351
AT1G70620.2	97082	884
AT1G70620.1	98817	897
AT1G47980.1	34294	315
AT1G70600.1	16456	146
AT1G70610.1	78040	700
AT1G70690.1	31804	299
AT1G14510.1	28286	252
AT1G14500.1	48821	436
AT1G75850.1	89447	790
AT1G70310.1	37140	340
AT1G75860.1	33391	297
AT1G70300.1	87203	782
AT1G70320.1	403621	3658
AT1G75840.1	21777	196
AT1G75830.1	8709	80
AT1G70270.1	9888	86
AT1G75820.1	107599	980
AT1G70280.1	50302	447
AT1G70280.2	56931	509
AT1G70290.1	97562	856
AT1G70260.1	42167	375
AT1G75870.1	19040	165
AT1G75880.1	41334	375
AT1G75880.2	41235	374
AT1G14340.1	26415	244
AT1G47783.1	16292	137
AT1G14345.1	21224	196
AT1G47780.1	14016	126
AT1G70330.1	49345	450
AT1G47770.1	23485	205
AT1G75910.1	37911	343
AT1G75890.1	42127	379
AT1G75890.2	40486	366
AT1G75900.1	39816	364
AT1G47760.1	21283	184
AT1G47765.1	44987	385
AT1G70250.1	87509	799
AT1G70230.1	47474	416
AT1G19600.1	37843	355
AT1G14260.1	29540	265
AT1G14260.2	29540	265
AT1G47730.1	45900	391
AT1G14270.1	38553	353
AT1G14270.2	26804	247
AT1G14270.3	24635	227
AT1G47720.1	30564	261
AT1G14280.1	49131	442
AT1G14250.1	53505	488
AT1G75810.1	13324	125
AT1G75790.1	61382	545
AT1G75800.1	34884	330
AT1G47710.1	42640	391
AT1G19525.1	35253	316
AT1G47740.1	31612	279
AT1G47740.2	31612	279
AT1G14290.1	29831	259
AT1G14330.1	49519	441
AT1G19570.1	23641	213
AT1G19570.2	23455	212
AT1G19580.1	29971	275
AT1G14320.1	24918	220
AT1G14320.2	18802	163
AT1G19550.1	17062	153
AT1G14310.1	28180	254
AT1G19530.1	13656	117
AT1G47786.1	20840	186
AT1G47750.1	27678	248
AT1G19540.1	34366	310
AT1G14300.1	37686	339
AT1G19690.1	39753	352
AT1G14350.1	49600	436
AT1G14350.2	49600	436
AT1G14360.1	36718	331
AT1G47820.1	10670	96
AT1G47820.2	10670	96
AT1G47830.1	17067	142
AT1G47840.1	53881	493
AT1G76030.1	54108	486
AT1G14430.1	95562	849
AT1G76010.1	37383	350
AT1G75980.1	25428	225
AT1G70430.1	67354	594
AT1G75990.1	55592	487
AT1G76020.1	25255	225
AT1G70420.1	31022	272
AT1G47870.1	44488	396
AT1G19680.1	47976	444
AT1G47885.1	11835	107
AT1G14490.1	21459	206
AT1G14480.1	49881	441
AT1G14440.1	35482	312
AT1G14440.2	35482	312
AT1G19670.1	34855	324
AT1G14450.1	8225	73
AT1G14460.1	124892	1116
AT1G14470.1	61743	540
AT1G75960.1	59712	544
AT1G70410.3	28413	258
AT1G70410.1	28413	258
AT1G70410.2	30836	280
AT1G75950.1	17857	160
AT1G14400.1	17282	152
AT1G14400.2	17282	152
AT1G19620.1	36324	317
AT1G14410.1	29058	263
AT1G14390.1	82280	747
AT1G14420.1	51455	459
AT1G47813.1	7035	64
AT1G14380.1	72849	664
AT1G14380.2	66102	602
AT1G14380.3	72849	664
AT1G47800.1	44145	387
AT1G14370.1	46296	426
AT1G47810.1	40112	351
AT1G19610.1	8840	78
AT1G19630.1	51574	451
AT1G19640.1	43444	389
AT1G19650.1	69281	608
AT1G70390.1	38596	332
AT1G75940.1	61676	535
AT1G70400.1	19468	170
AT1G70400.2	23507	209
AT1G75930.1	38596	343
AT1G70380.1	43907	377
AT1G75920.1	39255	353
AT1G75920.2	38309	343
AT1G75920.3	35005	312
AT1G70370.1	68061	626
AT1G19660.1	37052	329
AT1G19660.2	37052	329
AT1G47790.1	45750	389
AT1G70340.1	56393	510
AT1G70360.1	19420	174
AT1G70350.1	10672	105
AT1G75780.1	50218	447
AT1G70980.1	63700	571
AT1G65720.1	20123	180
AT1G70985.1	14855	135
AT1G65710.1	50022	455
AT1G65730.1	75702	688
AT1G70970.1	46678	402
AT1G70960.1	43411	369
AT1G09530.1	56991	524
AT1G09530.2	56991	524
AT1G65680.1	29127	273
AT1G65690.1	28575	252
AT1G65700.1	10706	98
AT1G65700.2	10706	98
AT1G09520.1	28025	260
AT1G65740.1	42299	371
AT1G09540.1	40892	366
AT1G09550.1	42346	388
AT1G70990.1	19377	176
AT1G71015.1	22256	195
AT1G71010.1	185496	1648
AT1G71000.1	17340	146
AT1G09510.1	35314	322
AT1G09500.1	35774	325
AT1G09500.2	32214	291
AT1G09500.3	30535	278
AT1G09490.1	35623	322
AT1G36756.1	14346	129
AT1G70895.1	11365	99
AT1G70895.2	11365	99
AT1G70900.1	26698	244
AT1G65660.1	62009	535
AT1G65670.1	55129	482
AT1G70890.1	17889	158
AT1G65650.1	37499	330
AT1G65640.1	57971	518
AT1G70870.1	15809	139
AT1G70880.1	17861	159
AT1G36763.1	11867	104
AT1G70910.1	18271	161
AT1G70920.1	23520	206
AT1G09480.1	41278	369
AT1G09483.1	13107	112
AT1G09470.1	39002	336
AT1G09460.1	33991	330
AT1G09560.1	22869	219
AT1G70940.1	69467	640
AT1G70950.1	53245	478
AT1G65630.1	61713	559
AT1G09570.1	124502	1122
AT1G09580.1	24608	217
AT1G09665.1	19458	165
AT1G09680.1	68548	607
AT1G09690.1	18653	164
AT1G09660.1	33688	298
AT1G09660.2	30075	264
AT1G09700.1	45547	419
AT1G09650.1	43555	382
AT1G09630.1	24108	217
AT1G09640.1	46661	414
AT1G09645.1	12014	106
AT1G09710.1	64693	610
AT1G65870.1	20396	189
AT1G65910.1	71908	631
AT1G31835.1	8561	76
AT1G65920.1	111114	1006
AT1G31830.1	54828	495
AT1G31830.2	53003	479
AT1G65860.1	52310	459
AT1G65900.1	45216	408
AT1G65890.1	64725	578
AT1G65880.1	64942	580
AT1G31817.1	33926	314
AT1G31820.1	52600	482
AT1G36925.1	18178	161
AT1G36920.1	24637	221
AT1G31814.1	52865	473
AT1G65790.1	95947	843
AT1G31760.1	12297	112
AT1G65800.1	95981	847
AT1G65780.1	120377	1065
AT1G65810.1	120262	1050
AT1G65770.1	41588	360
AT1G09620.1	123452	1091
AT1G09590.1	18653	164
AT1G09600.1	79699	714
AT1G09610.1	31883	282
AT1G65760.1	41105	362
AT1G31770.1	72619	648
AT1G65820.1	16586	146
AT1G65840.1	54931	497
AT1G31812.1	10386	92
AT1G31810.1	132964	1208
AT1G31800.1	66846	595
AT1G65850.1	118947	1036
AT1G31780.1	75793	680
AT1G09575.1	33804	292
AT1G31790.1	46255	409
AT1G65845.1	11429	104
AT1G70700.1	25625	238
AT1G70700.2	23061	214
AT1G70700.3	28989	268
AT1G65620.1	21710	199
AT1G65620.2	21710	199
AT1G65620.3	21710	199
AT1G14990.1	13763	122
AT1G65500.1	9352	86
AT1G70770.1	66865	610
AT1G65490.1	9392	88
AT1G70760.1	21963	191
AT1G70750.1	86172	749
AT1G70730.1	63482	585
AT1G70740.1	47283	425
AT1G65480.1	19809	175
AT1G65470.1	93348	815
AT1G70780.1	15352	140
AT1G36640.1	8255	75
AT1G14820.3	28299	252
AT1G14820.2	26798	239
AT1G14820.1	26798	239
AT1G09320.1	59713	517
AT1G14830.1	68723	614
AT1G09310.1	19947	179
AT1G09300.1	54983	493
AT1G09290.1	38498	348
AT1G09280.1	64734	581
AT1G36670.1	23949	212
AT1G70720.1	22409	200
AT1G65450.1	32257	286
AT1G65445.1	18667	166
AT1G09230.1	48713	442
AT1G14720.1	38253	332
AT1G09240.1	35752	320
AT1G09220.1	38051	338
AT1G14730.1	24782	224
AT1G09210.1	48157	424
AT1G09200.1	15268	136
AT1G70710.1	54611	492
AT1G09190.1	111919	999
AT1G09245.1	16654	139
AT1G14740.1	82390	733
AT1G09250.1	23153	207
AT1G14810.1	40746	375
AT1G65430.1	64754	567
AT1G65440.1	185036	1647
AT1G65440.2	185852	1642
AT1G14800.1	43579	384
AT1G14790.1	126216	1107
AT1G14780.1	69918	627
AT1G14770.1	48558	429
AT1G14770.2	48558	429
AT1G14750.1	65202	578
AT1G14750.2	46989	410
AT1G09330.1	21238	186
AT1G09260.1	16146	138
AT1G09270.1	59446	538
AT1G09270.2	59446	538
AT1G09270.3	50079	456
AT1G14760.1	16439	142
AT1G15000.1	49223	444
AT1G14840.1	67489	604
AT1G14850.1	160015	1464
AT1G09380.1	40658	374
AT1G09390.1	40477	370
AT1G36745.1	12555	110
AT1G09400.1	36414	324
AT1G09370.1	19541	174
AT1G36730.1	48623	439
AT1G70850.1	35570	316
AT1G70850.2	26243	236
AT1G70850.3	35570	316
AT1G09410.1	79795	705
AT1G09415.1	13294	112
AT1G09450.1	67931	599
AT1G14970.1	63409	562
AT1G14980.1	10813	98
AT1G14960.1	17682	153
AT1G14920.1	58927	533
AT1G09440.1	52589	466
AT1G09430.1	46947	424
AT1G14930.1	17893	155
AT1G09420.1	70203	625
AT1G14940.1	17880	155
AT1G14950.1	17892	155
AT1G70840.1	19138	171
AT1G70830.2	27545	249
AT1G70830.1	37615	335
AT1G70830.3	22560	201
AT1G70830.4	32278	288
AT1G14910.1	75516	692
AT1G65510.1	8553	80
AT1G65520.1	25908	240
AT1G14900.1	22011	204
AT1G65540.1	83562	736
AT1G14890.1	22112	201
AT1G14870.1	16742	152
AT1G09350.1	38678	334
AT1G14860.1	20417	176
AT1G09360.1	21353	188
AT1G14880.1	16503	151
AT1G65550.1	60349	541
AT1G70790.2	21055	185
AT1G70790.1	21055	185
AT1G65560.1	38632	350
AT1G70820.1	67313	615
AT1G65610.1	69837	623
AT1G65590.1	60014	535
AT1G70810.1	18658	165
AT1G36675.1	28640	268
AT1G65570.1	42718	397
AT1G09340.1	42620	378
AT1G70800.1	19632	174
AT1G65580.1	121712	1101
AT1G01670.1	41865	365
AT1G75770.1	26002	230
AT1G75750.1	10745	98
AT1G58280.1	35478	318
AT1G58280.2	38605	343
AT1G52320.1	46656	398
AT1G52320.2	90456	798
AT1G58290.1	59516	543
AT1G52315.1	40004	347
AT1G52325.1	17019	145
AT1G58270.1	45036	396
AT1G52300.1	10841	95
AT1G02630.1	43346	389
AT1G02630.2	38341	345
AT1G52280.1	23069	206
AT1G52290.1	55659	509
AT1G52310.1	61822	552
AT1G02620.1	13826	122
AT1G58300.1	32953	283
AT1G58310.1	57667	505
AT1G58360.1	52896	485
AT1G26220.1	21851	197
AT1G26230.1	66797	611
AT1G26210.1	16249	148
AT1G52330.1	23648	214
AT1G52330.2	25726	227
AT1G58350.1	90901	794
AT1G58330.1	25938	225
AT1G52340.1	30273	285
AT1G58320.1	16260	148
AT1G52360.1	104468	926
AT1G58340.1	57848	532
AT1G02610.1	16866	146
AT1G02590.1	9492	89
AT1G02580.1	79310	689
AT1G52270.1	14881	128
AT1G58250.1	292892	2603
AT1G58260.1	60590	530
AT1G52260.1	60158	537
AT1G26120.1	52719	476
AT1G58242.1	10368	91
AT1G58235.1	7598	74
AT1G58230.1	143593	1280
AT1G52230.1	15274	145
AT1G52240.1	46797	412
AT1G52250.1	10582	94
AT1G58265.1	18023	159
AT1G26130.1	133795	1184
AT1G26140.1	18658	162
AT1G02550.1	26223	242
AT1G02560.1	32356	298
AT1G02570.1	49268	431
AT1G02540.1	33804	290
AT1G26190.1	76008	674
AT1G02530.1	136775	1273
AT1G26150.1	80857	762
AT1G26240.1	52894	478
AT1G26160.1	28695	258
AT1G26180.1	32151	289
AT1G26170.1	103601	931
AT1G52220.1	16946	156
AT1G52220.2	16847	155
AT1G52220.3	13834	127
AT1G26250.1	49335	443
AT1G26270.1	70260	630
AT1G26390.1	58948	530
AT1G52450.1	129850	1136
AT1G52460.1	25570	230
AT1G26380.1	59818	535
AT1G52470.1	26211	235
AT1G26370.1	80516	717
AT1G26350.1	12068	105
AT1G58440.1	58175	531
AT1G26330.1	132059	1196
AT1G26340.1	15220	135
AT1G26360.1	49093	444
AT1G26320.1	38765	351
AT1G52480.1	24351	211
AT1G52490.1	49954	423
AT1G52530.1	35567	319
AT1G52540.1	39869	350
AT1G58520.1	74805	657
AT1G58450.1	18682	164
AT1G52520.1	81604	703
AT1G52510.1	41840	380
AT1G52510.2	32141	288
AT1G58460.1	16438	144
AT1G52500.2	43194	390
AT1G52500.1	30762	274
AT1G58470.1	40341	360
AT1G58480.1	38106	342
AT1G58430.1	40403	360
AT1G58420.1	20003	179
AT1G58410.1	104335	899
AT1G02680.1	14254	126
AT1G02690.1	59390	538
AT1G02690.2	59518	539
AT1G02700.1	27456	247
AT1G02670.1	75760	678
AT1G02710.1	8127	96
AT1G02660.1	78347	713
AT1G02650.1	58246	513
AT1G26300.1	34819	316
AT1G26300.2	23602	213
AT1G02640.1	82986	768
AT1G26290.1	17315	142
AT1G26310.1	30188	255
AT1G02720.1	41156	361
AT1G02720.2	41156	361
AT1G52370.1	30157	269
AT1G52370.2	30157	269
AT1G52380.1	46592	440
AT1G52430.1	129751	1136
AT1G58400.1	104537	900
AT1G52440.1	22926	209
AT1G58390.1	104598	907
AT1G58380.1	30742	284
AT1G52420.1	75637	670
AT1G52415.1	13881	120
AT1G52390.1	7851	71
AT1G26260.1	43240	390
AT1G26260.2	43240	390
AT1G26260.3	37642	339
AT1G52400.1	60460	528
AT1G52400.2	52372	461
AT1G58370.1	102460	917
AT1G52410.1	84019	755
AT1G52410.2	84376	759
AT1G58602.1	131656	1138
AT1G58602.2	131656	1138
AT1G52190.1	66905	607
AT1G58110.1	42101	374
AT1G58110.2	42101	374
AT1G58120.1	48133	420
AT1G58100.1	42472	401
AT1G58100.2	39925	377
AT1G25410.1	38363	342
AT1G02290.1	50460	443
AT1G31650.1	64434	576
AT1G31630.1	36942	339
AT1G02270.1	55475	484
AT1G31640.1	52212	464
AT1G02280.1	32926	297
AT1G31620.1	12314	111
AT1G02300.1	42264	379
AT1G31690.1	47832	420
AT1G25480.1	61720	548
AT1G25470.1	31992	287
AT1G25470.2	31992	287
AT1G25420.1	35814	323
AT1G25420.2	27904	255
AT1G25420.3	27904	255
AT1G31680.1	29361	261
AT1G31670.1	84281	741
AT1G25440.1	46932	417
AT1G31660.1	51474	444
AT1G25450.1	55654	492
AT1G25460.1	35956	320
AT1G02260.1	54725	502
AT1G25400.1	31875	288
AT1G25390.1	70857	629
AT1G58025.1	64921	573
AT1G58030.1	67116	635
AT1G58050.1	159340	1417
AT1G02220.1	45153	394
AT1G31540.1	89123	776
AT1G02210.1	10247	87
AT1G31550.1	43097	391
AT1G31550.2	43376	394
AT1G02230.1	40897	359
AT1G58060.1	163601	1459
AT1G58070.1	31231	284
AT1G58080.1	44557	411
AT1G25380.1	39497	363
AT1G02250.1	39345	350
AT1G31600.1	48393	431
AT1G31600.2	38195	344
AT1G31600.3	48393	431
AT1G31580.1	10742	95
AT1G25375.1	58067	524
AT1G25370.1	29552	263
AT1G25340.1	32692	283
AT1G25340.2	32166	278
AT1G31710.1	76711	681
AT1G58090.1	42891	371
AT1G25360.1	88587	790
AT1G25350.1	91247	795
AT1G52200.1	21179	190
AT1G25490.1	65495	588
AT1G25500.1	48287	432
AT1G25500.2	54535	488
AT1G58225.1	16293	143
AT1G58227.1	149148	1323
AT1G25682.1	35053	310
AT1G58220.1	86282	834
AT1G58210.1	140998	1246
AT1G02440.1	21345	190
AT1G02410.1	32605	287
AT1G02420.1	56557	491
AT1G02430.1	21253	190
AT1G58200.1	74190	678
AT1G58200.2	74190	678
AT1G02405.1	14196	134
AT1G25886.1	133997	1201
AT1G26090.1	49909	455
AT1G02500.1	43158	393
AT1G02500.2	43158	393
AT1G02510.1	32061	284
AT1G02520.1	137668	1278
AT1G02490.1	4337	38
AT1G25988.1	20735	180
AT1G02475.1	25037	219
AT1G02460.1	53463	491
AT1G26100.1	26307	236
AT1G02450.1	16818	142
AT1G26110.1	64371	611
AT1G02470.1	24585	220
AT1G02470.2	24741	221
AT1G02400.1	36838	329
AT1G02390.1	59969	530
AT1G02380.1	23766	209
AT1G02335.1	23441	219
AT1G02340.1	33615	292
AT1G02350.1	15816	140
AT1G02330.1	32350	279
AT1G02360.1	30137	272
AT1G31750.1	18395	176
AT1G31740.1	87425	786
AT1G02305.1	40034	362
AT1G31730.1	103736	938
AT1G02310.1	46291	411
AT1G02320.1	5331	48
AT1G58150.1	9889	91
AT1G58160.1	14084	128
AT1G58170.1	20563	185
AT1G25570.1	68973	628
AT1G02370.1	60354	537
AT1G25580.1	50289	449
AT1G25560.1	40558	361
AT1G25550.1	38850	344
AT1G25540.1	89567	836
AT1G25540.2	77742	727
AT1G25530.1	48817	440
AT1G58180.1	29113	256
AT1G58180.2	33072	290
AT1G58180.3	27416	239
AT1G31720.1	21656	194
AT1G25510.1	51991	483
AT1G25520.1	24809	230
AT1G58190.1	201807	1784
AT1G75760.1	30696	272
AT1G58643.1	55497	486
AT1G26400.1	58737	527
AT1G75530.1	63271	555
AT1G75540.1	36634	331
AT1G75550.1	17191	167
AT1G75520.1	38554	346
AT1G75560.1	28677	257
AT1G75560.2	28677	257
AT1G19370.1	67529	605
AT1G19350.4	36486	335
AT1G19350.3	39240	357
AT1G19350.5	36486	335
AT1G19350.1	36486	335
AT1G19350.6	36486	335
AT1G52930.1	36697	320
AT1G19330.1	27463	247
AT1G19330.2	26950	242
AT1G19340.1	47894	414
AT1G19360.1	48252	428
AT1G19320.1	25430	247
AT1G75580.1	12310	108
AT1G75600.1	15402	136
AT1G52950.1	64507	566
AT1G47600.1	57543	511
AT1G47603.1	43463	393
AT1G75590.1	17677	154
AT1G52940.1	45420	396
AT1G47580.1	46420	416
AT1G47570.1	53104	466
AT1G47570.2	51759	453
AT1G52920.1	46452	410
AT1G19310.1	24517	226
AT1G52910.1	19305	175
AT1G47485.1	10081	91
AT1G47490.2	34815	310
AT1G47490.1	48498	432
AT1G47495.1	17021	142
AT1G75510.1	29711	261
AT1G47500.1	48633	434
AT1G75500.1	42571	389
AT1G19260.1	88962	769
AT1G19270.1	60365	532
AT1G75470.1	43275	381
AT1G75490.1	22580	206
AT1G52855.1	7752	68
AT1G47510.1	37580	334
AT1G52870.1	34461	306
AT1G52870.2	41331	366
AT1G52905.1	5209	47
AT1G47560.1	99937	887
AT1G19300.1	39020	351
AT1G47550.1	100066	887
AT1G52900.1	22807	199
AT1G19290.1	83190	745
AT1G47540.1	10993	98
AT1G47540.2	11064	99
AT1G52960.1	113817	996
AT1G52880.1	35443	320
AT1G52890.1	35815	317
AT1G47530.1	52424	484
AT1G19250.1	60397	530
AT1G47610.1	38707	351
AT1G47690.1	5921	50
AT1G14205.1	26294	233
AT1G19450.1	52788	488
AT1G19440.1	57843	516
AT1G47700.1	5921	50
AT1G14200.1	20033	179
AT1G14190.1	55139	501
AT1G47660.1	29801	275
AT1G14185.1	55421	503
AT1G47670.1	57120	519
AT1G47680.1	12155	104
AT1G14180.1	27146	245
AT1G14180.2	27110	242
AT1G14210.1	28186	247
AT1G14220.1	25689	228
AT1G19510.1	11445	100
AT1G19520.1	43111	372
AT1G75730.1	66027	589
AT1G19500.1	8617	80
AT1G19460.1	47186	416
AT1G19490.1	52633	471
AT1G14240.1	53426	483
AT1G14240.2	53426	483
AT1G14240.3	53038	479
AT1G19470.1	46541	412
AT1G14230.1	55198	503
AT1G19480.1	41896	382
AT1G19480.2	41367	377
AT1G19485.1	90098	815
AT1G47655.1	22293	209
AT1G14170.1	49770	454
AT1G14170.2	48913	446
AT1G19400.1	33955	303
AT1G19400.2	33955	303
AT1G19410.1	49304	435
AT1G52980.1	65038	576
AT1G19397.1	7724	68
AT1G19390.1	87392	788
AT1G52970.1	16772	149
AT1G47620.1	59734	520
AT1G19394.1	7846	72
AT1G19430.1	82662	724
AT1G75620.1	60781	547
AT1G75630.1	16686	166
AT1G75720.1	22923	197
AT1G47640.1	25309	228
AT1G75710.1	49902	462
AT1G75700.1	19668	166
AT1G75690.1	16335	154
AT1G75640.1	123529	1140
AT1G19380.1	16253	147
AT1G75660.1	116827	1020
AT1G75680.1	57869	525
AT1G75670.1	22286	196
AT1G75670.2	22286	196
AT1G58684.1	30772	284
AT1G19240.1	11379	104
AT1G19230.1	104564	926
AT1G52670.1	29574	274
AT1G19020.1	9155	86
AT1G52680.1	12001	114
AT1G19010.1	35993	319
AT1G19010.2	32863	290
AT1G52690.1	18101	169
AT1G52690.2	18101	169
AT1G52660.1	41897	375
AT1G52650.1	58239	507
AT1G18990.1	59878	524
AT1G52630.1	49548	439
AT1G52630.2	39730	351
AT1G52640.1	60421	523
AT1G19000.1	31231	285
AT1G19000.2	31231	285
AT1G18980.1	23184	220
AT1G19025.1	62145	549
AT1G19030.1	46349	398
AT1G75280.1	33737	310
AT1G75290.1	35699	323
AT1G75300.1	35619	322
AT1G75270.1	23407	213
AT1G52695.1	25329	231
AT1G19080.1	22082	194
AT1G19060.1	32728	287
AT1G52700.1	27475	255
AT1G19040.1	20454	172
AT1G19050.1	22801	206
AT1G19070.1	9272	83
AT1G18970.1	21458	204
AT1G18960.1	34219	307
AT1G52620.1	92105	819
AT1G26480.1	30545	268
AT1G26500.1	58906	505
AT1G26510.1	78880	686
AT1G26470.1	15209	133
AT1G52550.1	14227	131
AT1G26460.1	70236	630
AT1G26440.3	44621	413
AT1G26440.2	44621	413
AT1G26440.1	41145	377
AT1G26440.4	38338	351
AT1G58725.1	31607	282
AT1G26410.1	61486	552
AT1G26420.1	59218	529
AT1G26450.1	20039	197
AT1G52560.1	26545	232
AT1G52565.1	14728	129
AT1G18900.1	95215	860
AT1G18900.2	95215	860
AT1G18940.1	57784	526
AT1G52615.1	35067	318
AT1G18950.1	88030	766
AT1G52600.1	20022	180
AT1G52590.1	19709	172
AT1G52570.1	91599	810
AT1G75310.1	161848	1448
AT1G18910.1	22414	195
AT1G18920.1	112470	980
AT1G52580.1	34555	309
AT1G75330.1	41002	375
AT1G75350.1	16033	144
AT1G52790.1	35705	310
AT1G52800.1	35735	314
AT1G52780.1	119960	1059
AT1G47450.1	19410	169
AT1G75430.1	33024	290
AT1G75440.1	18485	161
AT1G75450.1	60424	540
AT1G75460.1	31336	278
AT1G75420.1	51758	463
AT1G19180.1	27608	253
AT1G19180.2	20494	187
AT1G52820.1	36420	317
AT1G52830.1	21031	189
AT1G19220.1	120577	1086
AT1G52840.1	18905	163
AT1G19210.1	20727	185
AT1G52810.1	32950	289
AT1G52827.1	6680	62
AT1G47480.1	35256	314
AT1G47470.1	19544	173
AT1G19190.1	36081	318
AT1G52825.1	8714	78
AT1G19200.1	23866	215
AT1G75410.1	59680	524
AT1G75410.2	59680	524
AT1G75400.1	49302	455
AT1G75390.1	19074	173
AT1G75390.2	13913	123
AT1G19090.1	67650	600
AT1G19100.1	74176	663
AT1G52720.1	12737	117
AT1G52730.2	37754	343
AT1G52730.1	37754	343
AT1G47420.1	28106	257
AT1G47410.1	21762	189
AT1G47400.1	5423	50
AT1G75360.1	33086	290
AT1G52710.1	10300	90
AT1G19110.1	83019	754
AT1G52740.1	14272	134
AT1G19170.1	56348	506
AT1G75370.1	69956	612
AT1G75380.1	36174	325
AT1G75380.2	36174	325
AT1G75380.3	36174	325
AT1G19160.1	25091	220
AT1G19150.1	29940	270
AT1G52770.1	50314	454
AT1G19140.2	34413	312
AT1G19140.1	34342	311
AT1G19120.1	14662	128
AT1G75340.1	46798	435
AT1G52750.1	70295	633
AT1G52760.1	36976	332
AT1G19130.1	21255	187
AT1G01660.1	66036	568
AT1G24460.1	193266	1730
AT1G01650.1	59971	540
AT1G01650.2	44626	398
AT1G63250.1	89592	798
AT1G63260.2	29024	258
AT1G63260.1	31919	284
AT1G63260.3	31193	277
AT1G29310.1	52172	475
AT1G29300.1	51427	459
AT1G63270.1	25976	229
AT1G63245.1	9037	80
AT1G63230.1	36122	323
AT1G07020.1	16511	147
AT1G07025.1	18889	166
AT1G07030.1	35703	326
AT1G63240.1	60919	548
AT1G07010.1	43733	389
AT1G29320.1	52271	468
AT1G29330.1	25204	215
AT1G29370.1	90889	831
AT1G07040.1	40638	371
AT1G07050.1	23321	195
AT1G63280.1	13897	120
AT1G29355.1	35223	307
AT1G63310.1	17201	154
AT1G63290.1	24111	227
AT1G63300.1	118452	1029
AT1G29340.1	79834	729
AT1G29350.1	90880	831
AT1G07000.1	67716	599
AT1G06990.1	39982	360
AT1G06980.1	18943	169
AT1G29195.1	21646	193
AT1G63180.1	38911	351
AT1G29200.1	55978	495
AT1G63170.1	42677	381
AT1G63190.1	26600	225
AT1G63160.1	36748	333
AT1G06950.1	112122	1016
AT1G06920.1	36463	315
AT1G06925.1	15826	143
AT1G06930.1	18055	169
AT1G63150.1	70791	629
AT1G63200.1	24932	216
AT1G29220.1	39005	351
AT1G63205.1	22397	189
AT1G29290.1	11762	107
AT1G06960.1	26224	229
AT1G06960.2	26125	228
AT1G06960.3	22892	200
AT1G06970.1	92161	829
AT1G29280.1	29055	259
AT1G29270.1	13893	123
AT1G29260.1	35473	317
AT1G63220.1	16266	147
AT1G63220.2	14600	133
AT1G29230.1	58543	520
AT1G07060.1	26396	233
AT1G63210.1	138134	1197
AT1G29250.1	14574	130
AT1G29240.1	65123	577
AT1G35650.1	80996	736
AT1G07070.1	12848	112
AT1G07090.1	21531	196
AT1G07230.1	60039	533
AT1G56180.1	42588	389
AT1G56190.1	49939	478
AT1G07220.1	59236	507
AT1G63390.1	13810	125
AT1G07210.1	29620	261
AT1G07190.1	6110	54
AT1G07160.1	40709	380
AT1G07170.1	12429	110
AT1G07170.2	12429	110
AT1G07180.1	56629	510
AT1G07200.1	47042	422
AT1G07200.2	107807	979
AT1G07150.1	55557	499
